,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,NP_ratio,4.0,4.0,-0.0454804682191186
1,NP_ratio,8.0,8.0,0.01367516149552976
2,NP_ratio,12.0,12.0,0.03377706885006117
3,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.022928604251289113
4,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.01633780484769609
5,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.003282362994550595
6,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.0529996056897299
7,Dlin-MC3_Helper lipid_ratio,1.0,1.0,-0.01147264843797555
8,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.06910862074617305
9,Dlin-MC3+Helper lipid percentage,40.0,40.0,-0.013363114752905468
10,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.07620482802787737
11,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.01841982490526779
12,Chol_DMG-PEG_ratio,500.0,500.0,-0.018074825879276897
13,Chol_DMG-PEG_ratio,100.0,100.0,0.06796590223712827
14,Chol_DMG-PEG_ratio,10.0,10.0,-0.05797517529123798
15,P_charged_centers,0.0,0.0,-0.014084165954422835
16,P_charged_centers,1.0,1.0,0.010291600184207857
17,N_charged_centers,1.0,1.0,-0.0007447422538393735
18,N_charged_centers,0.0,0.0,-0.0004929808899970081
19,Double_bonds,1.0,1.0,0.01677970444741619
20,Double_bonds,2.0,2.0,0.015084248439625825
21,Double_bonds,0.0,0.0,-0.015792375915814887
22,Zeta,"(-9.666666666666668, -0.5555555555555571)",-5.1111111111111125,-0.0216990547715581
23,Zeta,"(-0.5555555555555571, 8.555555555555557)",4.0,0.0334821176931482
24,Zeta,"(-18.77777777777778, -9.666666666666668)",-14.222222222222223,-0.002966913485355648
25,Zeta,"(-27.88888888888889, -18.77777777777778)",-23.333333333333336,0.004257539136538795
26,Zeta,"(8.555555555555557, 17.666666666666664)",13.11111111111111,0.004193779566717338
27,Zeta,"(-37.0, -27.88888888888889)",-32.44444444444444,-0.018553478415004158
28,Zeta,"(17.666666666666664, 26.77777777777777)",22.222222222222218,-0.004888981170023456
29,Zeta,"(35.888888888888886, 45.0)",40.44444444444444,-0.011252841040752477
30,Zeta,"(26.77777777777777, 35.888888888888886)",31.33333333333333,-2.529105267746242e-05
